Stromasubtype,Feature,Effect Size,Pvalue,Stroma subtype
,VCpred TN,0.9997326798748442,0.15017445525873024,MSL
,MTOR,0.9999470420621334,0.17594116189640807,MSL
,PDGFRB,851.3929118550533,3.089391399681616e-09,MSL
,NECTIN4,0.9999280321238416,0.9441926278464632,MSL
,G2M checkpoint,0.22778491361508868,0.011733927602854409,MSL
,KRAS signaling,82.46697673270715,0.0038111150049849715,MSL
,Preadipocytes,0.9999979179592856,0.6241274776313728,MSL
,Macrophages,0.9999302922118203,0.005233902631093105,MSL
,POLH,931.2989719588763,0.06641838409967041,MSL
,5T4,1.0000989984887496,0.0005697522766714055,MSL
,AR gene,1.0000070212269336,0.0012472978412794845,MSL
,CD4+ memory T-cells,0.999991122555991,0.4141103001946552,MSL
,RAD51C,0.9999392770832254,0.03855291845872266,MSL
,Tregs,0.9999931221150328,0.013978193391681768,MSL
,MYC targets v2,0.062439264327937644,0.0004017152002452511,MSL
,NOTCH signaling,1.0001728017277638,0.11082991590025261,MSL
,TF,0.9997828215403018,0.2279802919470696,MSL
,CD8+ Tcm,0.9999182278008879,0.006407561946394454,MSL
,NKT,4.417492279783238,0.29014783356177565,MSL
,Mast cells,1.0000017777070114,0.5888070572460137,MSL
,FOXP3,0.999986186053942,0.6801709556893353,MSL
,PMS1,1.0000236471092618,0.262704923518738,MSL
,Apical junction,54.90620160676334,1.3747337503830841e-05,MSL
,IL-iCAF,35.1603049416464,1.3747337503830841e-05,MSL
,ATR,1.0000432065627487,0.23099490300517234,MSL
,CXCR4,0.9997921170977655,0.06086441217978858,MSL
,FLT4,2547600162457376.0,1.759474032999016e-05,MSL
,Bile acid metabolism,11.81228187665739,0.06875387228595722,MSL
,DNMT3B,0.9999992545595882,0.5312344600831522,MSL
,GGI,2.1384854381850825e-06,0.008763121332335396,MSL
,Complement,0.9999896696908479,0.9627782087356735,MSL
,iDC,1.000024989592534,0.8094655407634074,MSL
,BRCA2,334.80936915840584,0.48391920878565,MSL
,ERBB3,0.373303983108987,0.02409586082301302,MSL
,Fatty acid metabolism,1.0000033248801359,0.9503849483808234,MSL
,CD137,0.9999518217959049,0.05183754026693367,MSL
,PSMA,5.71937580579991,0.7944315460032905,MSL
,Myogenesis,68.97506779772692,3.219974864571338e-07,MSL
,NK cells,1.0000004062515162,0.9256373783758377,MSL
,Xenobiotic metabolism,8.702565401539648,0.06757782771318055,MSL
,FANCA,0.004689571190790411,0.004417228109229009,MSL
,RB1,240635707.86204413,0.00011808344573726666,MSL
,Class-switched memory B-cells,0.9999919348518419,0.7854472799081111,MSL
,IFNAR1,0.9999514264035811,0.5914910187227029,MSL
,CIN70,8.929889702964369e-05,0.02772527401640737,MSL
,Immune2,0.9998471754677082,0.040036574861883875,MSL
,cDC,4.832315586986416,0.876381089046592,MSL
,AR,1.0000070212269336,0.0012472978412794845,MSL
,ESR1 gene,1.0000010676147808,0.01962839121940109,MSL
,PALB2,0.9999992443622405,0.5236106576942416,MSL
,Hedgehog signaling,124.6351858413998,2.4907785585463808e-05,MSL
,AKT1,1.0000898557476443,0.1966568620725998,MSL
,BRCA1,0.9999757559868769,0.564908423007652,MSL
,Interferon alpha response,0.9994905270711439,0.046464620406478294,MSL
,Coagulation,34.57746739768247,0.0004651450422252236,MSL
,NTRK3,0.9999906662337154,0.12739067751935343,MSL
,CCND1,1.0003173686878823,0.10570403838793416,MSL
,Apoptosis,11.859520121529835,0.001676374031766339,MSL
,CCL5,0.9995020845344953,0.07238326862858388,MSL
,Mitotic spindle,1.0001555025111415,0.15017445525873024,MSL
,CDK2,0.9999942987500662,0.9194607714547474,MSL
,CD27,0.9999382099772386,0.968978401061416,MSL
,RAD50,10.564764596463938,0.008371300957031499,MSL
,Oxidative phosphorylation,0.10641942589754488,0.009815274976249823,MSL
,CDK6,1.000051999942047,0.11258150134927006,MSL
,mTORC1 signaling,0.9996984899451434,0.01428382146435513,MSL
,naive B-cells,0.9999916679081535,0.6801709556893353,MSL
,CD8+ T-cells,0.9999209831237574,0.15689799179299246,MSL
,pDC,0.9998717388654407,0.08996412983993042,MSL
,Epithelial cells,1.000007812012555,0.9627782087356735,MSL
,Trm,0.999751197375337,0.1161500851991695,MSL
,LIV-1,1.0000436492062144,0.004310499729107946,MSL
,TP53,1.0000703614600892,0.03928880052381693,MSL
,Smooth muscle,1.0000208073429808,0.8397400736120398,MSL
,TLS ST,0.9997803412254049,0.43669153792490856,MSL
,CD47,0.9999257313094657,0.31569109631345527,MSL
,Memory B-cells,0.9999204759445958,0.27108126321556014,MSL
,PDGFC,8880.557920059246,0.0020696095571797,MSL
,CSF1R,1.0001793874090819,0.2727782517712708,MSL
,TLS Cabrita,0.9998023321068232,0.3628136223412246,MSL
,CCNE1,8.099396427317101e-05,0.006637695977142587,MSL
,TLR3,5659516588374.919,0.06527537625672161,MSL
,ERBB2,1.0000670432764223,0.4275750835169928,MSL
,TTK,1.0000027563324512,0.6491031768625473,MSL
,PGR,7.258982765159353e+22,0.12546060697804232,MSL
,Angiogenesis,35.325836771881576,1.1217629492098272e-06,MSL
,DNA repair,0.9998025067085738,0.026115787669576195,MSL
,ATM,12.257726674508577,0.0015894480912845912,MSL
,MYC targets v1,0.1585347956954721,0.009596256026953623,MSL
,CMP,3.235093757072717e+36,0.19936699660628343,MSL
,GENE70,1.0000096575356505,0.44129143405376026,MSL
,Androgen response,7.082830230364729,0.031202208550245053,MSL
,DNMT1,1.0000665595762634,0.27619399316859494,MSL
,wound-myCAF,45.183986833298256,2.2404791901417224e-08,MSL
,CD4+ naive T-cells,0.9999964579403994,0.9318184708274291,MSL
,MPP,0.9999931807881556,0.5389141568564041,MSL
,MSH6,0.999945908826102,0.43669153792490856,MSL
,Neurons,1.0000011692181243,0.0006299123808306426,MSL
,p53 pathway,12.178216386740058,0.04820098947048527,MSL
,MSH2,1.0000203781623802,0.5337881798721875,MSL
,Apical surface,11.977445836852857,0.043958979046045475,MSL
,LAG3,0.04308306439778219,0.0005224905994807827,MSL
,EGFR,1.0000555844232175,0.0015066889331205116,MSL
,Inflammatory response,0.9999764219505003,0.8948065879251254,MSL
,CD4+ Tem,0.9999570860617972,0.5110302139477051,MSL
,NKG2A,1.0000003666566555,0.5861287321623824,MSL
,MSH3,1542207.7593554368,0.005491078294674327,MSL
,FANCM,966720845.7419765,0.02458770801760491,MSL
,Epithelial mesenchymal transition,58.40189364417002,2.0400381947715114e-07,MSL
,CD134,8.124852824350413,0.19397380731463798,MSL
,TLS Lundeberg,0.9999996647017703,0.7974324361805162,MSL
,ESR1,1.0000010676147808,0.01962839121940109,MSL
,NBN,1.000080231939631,0.014912811363677588,MSL
,GPNMB,1.6301089800557274,0.43669153792490856,MSL
,Interferon gamma response,0.9996345934268289,0.17594116189640807,MSL
,CD4+ Tcm,0.9999968648493861,0.613162114699177,MSL
,CD40,0.9998265681115084,0.07362737538807446,MSL
,Parpi7,1.0000010932493721,0.8641339077178272,MSL
,TIGIT,0.9999288326568193,0.10486830610274284,MSL
,ADA,0.9999156932749348,0.08996412983993042,MSL
,VISTA,1.0000335808831804,0.7380395334502894,MSL
,Peroxisome,1.0000458627826088,0.464703018776064,MSL
,CDK4,1.0000026374782034,0.4505740061089406,MSL
,CLP,0.999999390057815,0.5363480867364959,MSL
,Normal Fibroblast,26.60300769520325,7.738093702594169e-06,MSL
,B7-H3,1.0002828484974486,0.01226277859659868,MSL
,pro B-cells,0.9999498113384212,0.05772073027104782,MSL
,NTRK1,229127056938850.6,0.2402083450760828,MSL
,ICOS,0.9998993520270267,0.08146392362794122,MSL
,CAF,63.074121214987144,6.243270456640076e-09,MSL
,DC,0.9999903672066535,0.6973530141362418,MSL
,PTEN,2821.095739914117,1.5286119580872926e-05,MSL
,Hypoxia,13.448581986309964,0.001087984807620776,MSL
,Estrogen response late,1.0000414739674355,0.42305873640322744,MSL
,Monocytes,1.000011628669759,0.38794543420315286,MSL
,Protein secretion,1.00021188778012,0.11980695945815761,MSL
,IDO1,0.999898381310848,0.11980695945815761,MSL
,TLR7,0.9999769921243487,0.4790751275315298,MSL
,PIK3CG,813676258656495.0,0.07362737538807446,MSL
,IL2RA,0.999951864610863,0.4986095177068919,MSL
,EMSY,172.2139030423292,0.02664307109617078,MSL
,PLK4,0.9999964268651733,0.6631533695609586,MSL
,CTLA4,0.9999313453369942,0.08146392362794122,MSL
,aDC,0.9999108507153279,0.3710752828096806,MSL
,TAM,0.9995362154370547,0.07115642675019032,MSL
,TGF beta signaling,23.45263446557828,2.171680977988709e-06,MSL
,MLH3,310287.10160893,0.023137707219990915,MSL
,MSC,1.0001020858449048,0.14367290602727287,MSL
,Neutrophils,0.9999988925153724,0.37945269792041547,MSL
,Cholesterol homeostasis,1.0000795586396514,0.262704923518738,MSL
,Unfolded protein response,0.9997626114379846,0.025088229922387486,MSL
,IL2 STAT5 signaling,1.0000523230776073,0.5861287321623824,MSL
,IFNGR1,1.0001344594915755,0.009381605089174773,MSL
,Tgd cells,1.0000002278250841,0.16621456250535993,MSL
,B-cells,0.9998479505640018,0.2402083450760828,MSL
,CHEK2,0.9999968052575299,0.34663899172203594,MSL
,PMS2,99749958983552.44,0.0034934724765056943,MSL
,CDKN2A,0.9996642912596068,0.06641838409967041,MSL
,CD4+ T-cells,0.9999983497026421,0.9937941788402779,MSL
,MYC,1.0000847641084196,0.053740222130515526,MSL
,FLT1,1.0000850809013633,0.0008717388473489206,MSL
,DCIR,0.0038074973893629607,0.2433362806780447,MSL
,VEGFB,14.48099026169216,0.001547559118584312,MSL
,Adipogenesis,3.4501442018894974,0.19397380731463798,MSL
,CD96,0.9999521857388478,0.3290004488917305,MSL
,Plasma cells,0.9999503458484605,0.044781208171116554,MSL
,CXCL12,1744.9188315022388,4.6530485992520134e-07,MSL
,ABRAXAS1,1.000022493158307,0.008965110671974395,MSL
,KDR,206576252.472419,3.090012775256416e-07,MSL
,CD8+ naive T-cells,0.9999690469795558,0.07877978707976649,MSL
,DNMT3A,0.9999668534210404,1.0,MSL
,RAD51D,617.5435367567952,0.0048685076100396536,MSL
,Stroma1,1806.687203053168,6.5399814877742425e-09,MSL
,CDKN2C,1.0000222144791087,0.052781716098340155,MSL
,TRDMT1,1.0000168430549525,0.028845173336553894,MSL
,Reactive oxygen species pathway,0.40209346234310184,0.20486893362268943,MSL
,CD39,1.0000623778821849,0.23710885261863202,MSL
,NTRK2,1.000037959785109,0.037116250773216064,MSL
,PDGFRA,112175.48390319858,6.182753392623612e-08,MSL
,PD-L1,0.999980114131447,0.31009686746902243,MSL
,IFNγ-iCAF,1.0003088523116712,0.1023925518143741,MSL
,TNFA signaling via NF-kB,1.0002436289533672,0.04235271812056003,MSL
,Glycolysis,0.9999938385893605,1.0,MSL
,BRIP1,0.9999961473425116,0.7380395334502894,MSL
,TIM3,0.9998819526123294,0.03928880052381693,MSL
,TLS Meylan,0.9999080699583168,0.876381089046592,MSL
,CD40L,0.9999828849486413,0.2937091727336941,MSL
,Adipocytes,215110.43223456215,0.00015195780891670026,MSL
,Basophils,1.0000456425744004,0.4282993391526291,LAR
,Heme metabolism,1.0000407704177234,0.27688462929710933,LAR
,Immune1,0.9998763528429387,0.007550074212854745,LAR
,WNT beta catenin signaling,0.999823133184383,0.0037080581054751913,LAR
,Th1 cells,0.9999589104909441,0.004869019228666623,LAR
,Estrogen response early,1.0001616841156986,0.0013533227352660775,LAR
,IFNAR2,0.9999021645385918,0.0002763859206522546,LAR
,PIK3CA,1.0000193658087677,0.11814493652889868,LAR
,B7-H4,0.9999253692971909,0.2898090587711528,LAR
,VEGFA,1.0000016186698726,0.5500538886110609,LAR
,Stroma2,1.000008431964197,0.5122829711736683,LAR
,Trop-2,1.000221217191394,0.012463858087866118,LAR
,CCR4,0.9999985522540478,0.7296088427971066,LAR
,detox-iCAF,1.0000742972420391,0.38358179032578865,LAR
,CDK12,0.9999864904585043,0.8233567791826765,LAR
,GMP,0.9999993672602706,0.3345808002290769,LAR
,TGFβ-myCAF,1.000103563387958,0.30994623955228207,LAR
,Fibroblasts,1.0000314330805462,0.3238726009579106,LAR
,CD73,0.9999492984976531,0.011486615210127473,LAR
,E2F targets,0.9998360805177942,0.08014723930457264,LAR
,HDAC1,0.9999606346753649,0.08789146757213757,LAR
,Myocytes,0.9999983931675152,0.06217471915882733,LAR
,Endothelial cells,0.9999891461856422,0.4848690803094934,LAR
,Th2 cells,0.9999797601369599,0.054523348347435524,LAR
,BARD1,0.9999954229370324,0.7459054527070904,LAR
,TLR2,0.9999691432804927,0.011023985520467263,LAR
,GITR,0.9999067303760752,0.003080456491967737,LAR
,MLH1,1.0000129302280718,0.037426914950615946,LAR
,Eosinophils,0.99999991692135,0.17811591366543078,LAR
,CD8+ Tem,0.9999904981789712,0.6814725653014345,LAR
,PI3K AKT mTOR signaling,1.0000435596891184,0.4848690803094934,LAR
,ecm-myCAF,1.0001805452855659,0.07296682714569981,LAR
,PD1,0.9999685839230082,0.04767398444934807,LAR
,IL6 JAK STAT3 signaling,0.999757313964572,0.0018207409286003797,LAR
,Pericytes,0.9999673042339243,0.01926769742374748,LAR
,VCpred TN,0.9998396403471422,0.06632159718226362,LAR
,MTOR,0.999991080943276,0.834582719893242,LAR
,PDGFRB,0.9999736673595754,0.7242032502422314,LAR
,NECTIN4,1.0000208941421251,0.39950148547934516,LAR
,G2M checkpoint,0.9998498474861713,0.08014723930457264,LAR
,KRAS signaling,0.9999190164749945,0.030197674264990655,LAR
,Preadipocytes,0.999998422660165,0.9712785461408048,LAR
,Macrophages,0.999977412568687,0.06018312815831757,LAR
,POLH,0.9999774854809755,0.04931465948812529,LAR
,5T4,1.0000320812170223,0.5792547416152465,LAR
,AR gene,186.86497873334804,1.95326554730024e-05,LAR
,CD4+ memory T-cells,0.9999951081146818,0.4116980905740947,LAR
,RAD51C,0.9999809116710261,0.46704428576222357,LAR
,Tregs,0.9999986508837635,0.20502362280575936,LAR
,MYC targets v2,0.9998080573851083,0.02161277629393547,LAR
,NOTCH signaling,0.9999314543330612,0.20246173866436723,LAR
,TF,0.9998976220620281,0.1875789751153203,LAR
,CD8+ Tcm,0.999973425608119,0.04767398444934807,LAR
,NKT,0.9999705622228109,0.5597065306072802,LAR
,Mast cells,0.9999965613849432,0.30994623955228207,LAR
,FOXP3,0.9999592651461089,0.02244785934868533,LAR
,PMS1,1.0000104957918192,0.10831494493553948,LAR
,Apical junction,0.9999584198403236,0.46704428576222357,LAR
,IL-iCAF,0.9999567241901973,0.5694405979121626,LAR
,ATR,1.000008517907205,0.11814493652889868,LAR
,CXCR4,0.999933440798883,0.20760899428932966,LAR
,FLT4,0.9999928730611802,0.6604743587388119,LAR
,Bile acid metabolism,1.0001473477234442,0.0006947301184792514,LAR
,DNMT3B,1.000004746281074,0.10212934243782283,LAR
,GGI,0.9999653120914243,0.02244785934868533,LAR
,Complement,0.9998625054427965,0.02244785934868533,LAR
,iDC,0.9998977555115103,0.015540949096807796,LAR
,BRCA2,0.9999880362804143,0.39950148547934516,LAR
,ERBB3,1.0004289558780546,0.00017564077901270934,LAR
,Fatty acid metabolism,690249.9207235829,0.0004785864072338025,LAR
,CD137,0.9999724117936423,0.002675092253795797,LAR
,PSMA,0.999977242137283,0.025123568678341392,LAR
,Myogenesis,0.9999806048098027,0.8684544360078064,LAR
,NK cells,0.9999999678906796,0.21550682459363824,LAR
,Xenobiotic metabolism,1.000116247746214,0.009733852402627401,LAR
,FANCA,0.9998979751554352,0.0003851265646178933,LAR
,RB1,1.0000147291427541,0.06217471915882733,LAR
,Class-switched memory B-cells,0.9999830151555649,0.13418550127757167,LAR
,IFNAR1,0.9999367520743352,0.12507795182566595,LAR
,CIN70,0.9999683701110614,0.04302484389733578,LAR
,Immune2,0.9999013907948637,0.0016505770973381656,LAR
,cDC,0.999962617469228,0.014641618160792442,LAR
,AR,186.86497873334804,1.95326554730024e-05,LAR
,ESR1 gene,735.6315697123765,0.00822354920827803,LAR
,PALB2,0.999995157313852,0.6709413420069383,LAR
,Hedgehog signaling,1.0000012242054106,0.9139843129177729,LAR
,AKT1,235.98568767025355,0.004449825676310435,LAR
,BRCA1,0.9999543829977002,0.20760899428932966,LAR
,Interferon alpha response,0.9996893469506692,0.002804451145044163,LAR
,Coagulation,0.9999561954060894,0.42411291085106073,LAR
,NTRK3,0.9999739428725662,0.20760899428932966,LAR
,CCND1,0.9998565697438317,0.33820033999003274,LAR
,Apoptosis,0.9999795453655073,0.7027204824710754,LAR
,CCL5,0.999697308615961,0.0336465596422091,LAR
,Mitotic spindle,0.9999546603681964,0.4939177972782458,LAR
,CDK2,0.9999988953666715,0.5500538886110609,LAR
,CD27,0.9999362680055509,0.041562870785660115,LAR
,RAD50,1.0000771935416477,0.0029394989101367086,LAR
,Oxidative phosphorylation,1.000096860154002,0.1690128410099293,LAR
,CDK6,0.9999579592792104,0.46704428576222357,LAR
,mTORC1 signaling,1.000031960124862,0.5991176408466501,LAR
,naive B-cells,0.9999965533293725,0.023310851770752587,LAR
,CD8+ T-cells,0.9999642170781373,0.029117668722341214,LAR
,pDC,0.9999305980672055,0.010577985589524795,LAR
,Epithelial cells,1.0000129076310529,0.3238726009579106,LAR
,Trm,0.9997986502004171,0.010577985589524795,LAR
,LIV-1,1.0001431898831812,0.12507795182566595,LAR
,TP53,1.000008697166025,0.6091634783954898,LAR
,Smooth muscle,1.0000257233896288,0.10518606192977933,LAR
,TLS ST,0.9997261436566703,0.04302484389733578,LAR
,CD47,1.00004348077042,0.2898090587711528,LAR
,Memory B-cells,0.9999467261568887,0.02705706205626765,LAR
,PDGFC,1.0000105058199076,0.09338169116807306,LAR
,CSF1R,0.9998096516975219,0.00822354920827803,LAR
,TLS Cabrita,0.9997740847343782,0.08266458515192429,LAR
,CCNE1,0.9999606275438115,0.012463858087866118,LAR
,TLR3,0.9999978254978934,0.42411291085106073,LAR
,ERBB2,1.0001248876404836,0.03486867521112043,LAR
,TTK,0.9999872711046087,0.05543458056995131,LAR
,PGR,1.0000015474952269,0.650073381141701,LAR
,Angiogenesis,0.9999449645826824,0.5891475683586801,LAR
,DNA repair,0.9999972786955608,0.834582719893242,LAR
,ATM,1.0000185500983714,0.4582700263541467,LAR
,MYC targets v1,0.9999064895937101,0.3168592336526096,LAR
,CMP,0.9999994842037272,0.37576970507785634,LAR
,GENE70,0.999960100527306,0.0005621291454639063,LAR
,Androgen response,1.0001628317992926,0.014067853066390074,LAR
,DNMT1,0.9999734318594462,0.8121668705550856,LAR
,wound-myCAF,1.0001565645702135,0.11814493652889868,LAR
,CD4+ naive T-cells,0.9999320164238515,0.004449825676310435,LAR
,MPP,0.9999960655086766,0.14379763065441814,LAR
,MSH6,1.0000065925612764,0.5694405979121626,LAR
,Neurons,0.999999797360827,0.7080697500970754,LAR
,p53 pathway,0.9999899456861938,0.834582719893242,LAR
,MSH2,1.0000009861766932,0.37576970507785634,LAR
,Apical surface,0.9999159933334897,0.05100244856939856,LAR
,LAG3,0.9997529987962482,0.0025512082907636,LAR
,EGFR,1.0000296565581472,0.03131192434497187,LAR
,Inflammatory response,0.9998103969017383,0.004063604787973123,LAR
,CD4+ Tem,0.9999818835415577,0.14183411949635744,LAR
,NKG2A,0.9999976273450951,0.14379763065441814,LAR
,MSH3,1.000016097377766,0.06217471915882733,LAR
,FANCM,1.0000000751430633,0.4410019737255152,LAR
,Epithelial mesenchymal transition,1.000005880892318,0.9254170332344954,LAR
,CD134,0.9999189385012793,0.003080456491967737,LAR
,TLS Lundeberg,0.9999999865090661,0.014641618160792442,LAR
,ESR1,735.6315697123765,0.00822354920827803,LAR
,NBN,1.0000139975180014,0.16026332428196832,LAR
,GPNMB,0.9999945731747611,0.9139843129177729,LAR
,Interferon gamma response,0.9997125924496297,0.0029394989101367086,LAR
,CD4+ Tcm,0.999998995375463,0.16459430325341096,LAR
,CD40,0.9998728712359887,0.0023190433636429255,LAR
,Parpi7,0.9999946118408116,0.27688462929710933,LAR
,TIGIT,0.999974694458339,0.08789146757213757,LAR
,ADA,0.9999200880643868,0.010577985589524795,LAR
,VISTA,0.9998409731865976,0.010577985589524795,LAR
,Peroxisome,1.0001324854178877,0.003381020863925864,LAR
,CDK4,1.0000112538254295,0.4158122113339221,LAR
,CLP,0.9999991478642178,0.9368651772509842,LAR
,Normal Fibroblast,1.0000568584435314,0.39950148547934516,LAR
,B7-H3,1.000002134904881,0.948326388341526,LAR
,pro B-cells,0.999978857643851,0.018537030159101294,LAR
,NTRK1,0.9999990914267256,0.834582719893242,LAR
,ICOS,0.999954026834865,0.006632370687281877,LAR
,CAF,1.0000107785661467,0.7788351949499207,LAR
,DC,0.9999808965315263,0.005816219685166435,LAR
,PTEN,1.0000326271221291,0.09060313066926823,LAR
,Hypoxia,1.000009889659515,0.8911745206005004,LAR
,Estrogen response late,1.0001171569671343,0.007232245657075242,LAR
,Monocytes,0.999980689532294,0.017148113293483418,LAR
,Protein secretion,1.0001417374884778,0.05100244856939856,LAR
,IDO1,0.9999565918973787,0.011253189392699134,LAR
,TLR7,1.0000132849399146,0.38358179032578865,LAR
,PIK3CG,0.9999987718892634,0.834582719893242,LAR
,IL2RA,0.9999620314799134,0.002804451145044163,LAR
,EMSY,1.0000128631302077,0.19740810376640527,LAR
,PLK4,0.999994287892941,0.3238726009579106,LAR
,CTLA4,0.9999686069388828,0.008580042125584499,LAR
,aDC,0.9998654749298322,0.01783072569498258,LAR
,TAM,0.9996498562042332,0.007880369458653332,LAR
,TGF beta signaling,1.0000220907480784,0.7242032502422314,LAR
,MLH3,1.0000201026148183,0.02080486759827942,LAR
,MSC,1.0000722359920984,0.11814493652889868,LAR
,Neutrophils,0.9999997897295959,0.8121668705550856,LAR
,Cholesterol homeostasis,1.0001008150630684,0.06018312815831757,LAR
,Unfolded protein response,1.0000387216527469,0.5122829711736683,LAR
,IL2 STAT5 signaling,0.9999231745029263,0.15601904941282477,LAR
,IFNGR1,1.0000284786216875,0.25222901681523047,LAR
,Tgd cells,0.9999999998740028,0.04931465948812529,LAR
,B-cells,0.9999117982715396,0.03612849566672204,LAR
,CHEK2,0.9999935356097809,0.1690128410099293,LAR
,PMS2,0.9999968717399359,0.7242032502422314,LAR
,CDKN2A,0.9997307378570174,0.014067853066390074,LAR
,CD4+ T-cells,0.9999979311752254,0.28007830468988615,LAR
,MYC,0.9999324945666631,0.0009013331457994278,LAR
,FLT1,0.9999823136814484,0.8798021082408639,LAR
,DCIR,0.999967177510177,0.01926769742374748,LAR
,VEGFB,1.0000814528829758,0.24049281860810612,LAR
,Adipogenesis,789.3445204558839,0.0014226114478679986,LAR
,CD96,0.9999695397624189,0.09060313066926823,LAR
,Plasma cells,0.9999836067769765,0.14778710169613368,LAR
,CXCL12,0.9999994408676304,0.7788351949499207,LAR
,ABRAXAS1,0.9999988524113398,0.9597983017674675,LAR
,KDR,0.9999961189713223,0.38358179032578865,LAR
,CD8+ naive T-cells,0.9999827839253699,0.01196639520113314,LAR
,DNMT3A,0.9999432389483611,0.09622820898228163,LAR
,RAD51D,0.999976384917501,0.014067853066390074,LAR
,Stroma1,1.000030870400381,0.4325097146130885,LAR
,CDKN2C,0.9999860343098846,0.17351977282855258,LAR
,TRDMT1,0.9999938864530777,0.4325097146130885,LAR
,Reactive oxygen species pathway,1.0000671818754123,0.2582444804718109,LAR
,CD39,0.9999449943135152,0.17811591366543078,LAR
,NTRK2,0.999957130462658,0.2643586884092535,LAR
,PDGFRA,0.9999674155021822,0.3031335953131259,LAR
,PD-L1,0.9999872629198588,0.010577985589524795,LAR
,IFNγ-iCAF,0.9997563950339483,0.011486615210127473,LAR
,TNFA signaling via NF-kB,0.9998737973445372,0.05100244856939856,LAR
,Glycolysis,1.0000854799974386,0.12507795182566595,LAR
,BRIP1,0.9999881477130474,0.27057197268193833,LAR
,TIM3,0.9999520089997594,0.01926769742374748,LAR
,TLS Meylan,0.9996302776008988,0.01783072569498258,LAR
,CD40L,0.9999873664527722,0.11814493652889868,LAR
,Adipocytes,1.0000167632560606,0.4582700263541467,LAR
